,tier,leagueId,queue,name,entries,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
48,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'FlJd9pAlMnD8nDbyeTVn_YvIentij6l2pFIuixzvTv-zm6Q', 'summonerName': 'KT Way', 'leaguePoints': 1198, 'rank': 'I', 'wins': 430, 'losses': 363, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",FlJd9pAlMnD8nDbyeTVn_YvIentij6l2pFIuixzvTv-zm6Q,KT Way,1198,430,363,True,False,False,False
49,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'KkKSvLJB7UT5Tu1cpsqiRGdJS8NyDpy3-93dmMXpw8W-2wUVyTWKqLi1CQ', 'summonerName': '373737373737', 'leaguePoints': 1195, 'rank': 'I', 'wins': 172, 'losses': 118, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",KkKSvLJB7UT5Tu1cpsqiRGdJS8NyDpy3-93dmMXpw8W-2wUVyTWKqLi1CQ,373737373737,1195,172,118,True,False,False,True
50,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'GAWGjKtggSm4c_G2zC43FE3Dm0z_GbGlcFSp-hwfIHeck0s', 'summonerName': 'N0T Angry', 'leaguePoints': 1192, 'rank': 'I', 'wins': 470, 'losses': 413, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",GAWGjKtggSm4c_G2zC43FE3Dm0z_GbGlcFSp-hwfIHeck0s,N0T Angry,1192,470,413,False,False,False,False
51,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'X7qvrnWhr5BCzzdrFvec0EHl2_mo2vRzpbR_hpyC939Tx5k', 'summonerName': 'BMX Decky', 'leaguePoints': 1184, 'rank': 'I', 'wins': 637, 'losses': 562, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",X7qvrnWhr5BCzzdrFvec0EHl2_mo2vRzpbR_hpyC939Tx5k,BMX Decky,1184,637,562,True,False,False,True
52,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'emEnDF2DyqHtyAcsiBOkf7yMreb2jVYaJs84ouBxyADq2SA', 'summonerName': '좀 아쉽다', 'leaguePoints': 1168, 'rank': 'I', 'wins': 465, 'losses': 400, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",emEnDF2DyqHtyAcsiBOkf7yMreb2jVYaJs84ouBxyADq2SA,좀 아쉽다,1168,465,400,True,False,False,False
53,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'sNWSZffB9Bcu03T-Hsi8844Aysk2QhiRuPEjgPBpJq2BbHNGRBQwHvzJ8w', 'summonerName': 'wdrddrd', 'leaguePoints': 1167, 'rank': 'I', 'wins': 275, 'losses': 209, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",sNWSZffB9Bcu03T-Hsi8844Aysk2QhiRuPEjgPBpJq2BbHNGRBQwHvzJ8w,wdrddrd,1167,275,209,True,False,False,False
54,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'HL96c5ls8XrFsT-UoTG2Y-7HcMRzTkjRak_45gW_KriPcXg', 'summonerName': 'DWG Muru', 'leaguePoints': 1167, 'rank': 'I', 'wins': 696, 'losses': 634, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",HL96c5ls8XrFsT-UoTG2Y-7HcMRzTkjRak_45gW_KriPcXg,DWG Muru,1167,696,634,True,False,False,False
55,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'nst6ZviCvcYnsAAe_WjSo2itLxC8_cYUFSM312hL9M42bLQ', 'summonerName': 'Donttake', 'leaguePoints': 1157, 'rank': 'I', 'wins': 359, 'losses': 289, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",nst6ZviCvcYnsAAe_WjSo2itLxC8_cYUFSM312hL9M42bLQ,Donttake,1157,359,289,True,False,False,True
56,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'NJ7NqN9A__bO25_F0l7fO9Gz-CHkB71iNFG-HIe6iwLE_tw', 'summonerName': 'T1 Zeus', 'leaguePoints': 1153, 'rank': 'I', 'wins': 380, 'losses': 325, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",NJ7NqN9A__bO25_F0l7fO9Gz-CHkB71iNFG-HIe6iwLE_tw,T1 Zeus,1153,380,325,True,False,False,False
57,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': '3THCTzS5bPOTfxemCcnk26xW_dmBglWMOnL5jF1OGrYyOoM', 'summonerName': 'DK Chasy', 'leaguePoints': 1146, 'rank': 'I', 'wins': 705, 'losses': 646, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",3THCTzS5bPOTfxemCcnk26xW_dmBglWMOnL5jF1OGrYyOoM,DK Chasy,1146,705,646,False,False,False,False
58,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': '6RI5SdNqE1XZ6VpDTWsuwOHY_UYG5atoeoDKz9I04xacwl8', 'summonerName': '이기고쉽당', 'leaguePoints': 1145, 'rank': 'I', 'wins': 591, 'losses': 522, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",6RI5SdNqE1XZ6VpDTWsuwOHY_UYG5atoeoDKz9I04xacwl8,이기고쉽당,1145,591,522,True,False,False,False
59,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': '6l7LPPZGLGtPJ-8X1CXDESsVffre5GBqNSVrRsVOvwQrsoo', 'summonerName': 'FA BaeKHo', 'leaguePoints': 1136, 'rank': 'I', 'wins': 397, 'losses': 337, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",6l7LPPZGLGtPJ-8X1CXDESsVffre5GBqNSVrRsVOvwQrsoo,FA BaeKHo,1136,397,337,True,False,False,True
60,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'j_ve45MnaIbLS4T6gx7gWws4cH2VX9QqacKf6gYjU9wG0e8', 'summonerName': 'xinren', 'leaguePoints': 1134, 'rank': 'I', 'wins': 300, 'losses': 246, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",j_ve45MnaIbLS4T6gx7gWws4cH2VX9QqacKf6gYjU9wG0e8,xinren,1134,300,246,True,False,False,False
61,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'bajW3iuNMsVdVw51RbpowL-Bix3fHRora4-YMVF9AePvjBY', 'summonerName': '쭌 베', 'leaguePoints': 1134, 'rank': 'I', 'wins': 848, 'losses': 785, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",bajW3iuNMsVdVw51RbpowL-Bix3fHRora4-YMVF9AePvjBY,쭌 베,1134,848,785,True,False,False,False
62,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'cG9sXenct6vBr-luUjUt4EXWFWUS57oWe2W623l2Ad7duQ', 'summonerName': '사막낙타', 'leaguePoints': 1133, 'rank': 'I', 'wins': 326, 'losses': 270, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",cG9sXenct6vBr-luUjUt4EXWFWUS57oWe2W623l2Ad7duQ,사막낙타,1133,326,270,False,False,False,False
63,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'bU5-M4YAwHgj_2a2V4gy5eHqXkZUX1-gI2BdE3QenrahmsFBe2o9VIMrZg', 'summonerName': 'sanbinyihao', 'leaguePoints': 1121, 'rank': 'I', 'wins': 568, 'losses': 496, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",bU5-M4YAwHgj_2a2V4gy5eHqXkZUX1-gI2BdE3QenrahmsFBe2o9VIMrZg,sanbinyihao,1121,568,496,True,False,False,False
64,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'Zr8mFqosjjpoHTACxzF5oHWLc4bDT9_qQyuS6JXI15nUAAg', 'summonerName': '오뚜기3분미트볼', 'leaguePoints': 1120, 'rank': 'I', 'wins': 241, 'losses': 179, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",Zr8mFqosjjpoHTACxzF5oHWLc4bDT9_qQyuS6JXI15nUAAg,오뚜기3분미트볼,1120,241,179,False,False,False,False
65,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'VLXOzVTNI4droWPXOmot8nJUHyN6cf9aMiXt9VFMgXBIoqc', 'summonerName': '윤용호', 'leaguePoints': 1118, 'rank': 'I', 'wins': 413, 'losses': 360, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",VLXOzVTNI4droWPXOmot8nJUHyN6cf9aMiXt9VFMgXBIoqc,윤용호,1118,413,360,True,False,False,False
66,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'nIA9dhoRhV-rqHDFFgZat-PqTSWYHj2NG62yelk-uzmB8XY', 'summonerName': 'Yorick', 'leaguePoints': 1116, 'rank': 'I', 'wins': 523, 'losses': 457, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",nIA9dhoRhV-rqHDFFgZat-PqTSWYHj2NG62yelk-uzmB8XY,Yorick,1116,523,457,False,False,False,False
67,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'vd1nQ0va_2OnAtHX85SoGwezzW3gViwhLVKesQqHgK41XVCWPHTebxZYqw', 'summonerName': '누구세요5', 'leaguePoints': 1113, 'rank': 'I', 'wins': 279, 'losses': 203, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",vd1nQ0va_2OnAtHX85SoGwezzW3gViwhLVKesQqHgK41XVCWPHTebxZYqw,누구세요5,1113,279,203,True,False,False,False
68,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'rjPRupXl_56c6O_ZO419qULSlZDllvwd_-HhzObJQPOawxs6a-LJh_3ccg', 'summonerName': 'Jh2nhj2rjoh', 'leaguePoints': 1109, 'rank': 'I', 'wins': 646, 'losses': 568, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",rjPRupXl_56c6O_ZO419qULSlZDllvwd_-HhzObJQPOawxs6a-LJh_3ccg,Jh2nhj2rjoh,1109,646,568,True,False,False,False
69,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': '0y2QZHIOCg_8KJonmEjNfLSGrdlm6-L3m0A2_rG_Yan6wyU', 'summonerName': ' Gen G Bdd', 'leaguePoints': 1105, 'rank': 'I', 'wins': 210, 'losses': 154, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",0y2QZHIOCg_8KJonmEjNfLSGrdlm6-L3m0A2_rG_Yan6wyU, Gen G Bdd,1105,210,154,True,False,False,False
70,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'kYLozSIFKk4La2hRkLr1ydm5gxWtiEBJhTGErW_N_UYl8gF0TlTP-DXN-w', 'summonerName': 'changguiiiiiiiii', 'leaguePoints': 1102, 'rank': 'I', 'wins': 359, 'losses': 303, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",kYLozSIFKk4La2hRkLr1ydm5gxWtiEBJhTGErW_N_UYl8gF0TlTP-DXN-w,changguiiiiiiiii,1102,359,303,True,False,False,True
71,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': '6kEmgWEeuoTXJe6EXYXiL_e4FDW5jNpzkV3Hq-hLOYIbD_4', 'summonerName': '우주방패', 'leaguePoints': 1100, 'rank': 'I', 'wins': 458, 'losses': 399, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",6kEmgWEeuoTXJe6EXYXiL_e4FDW5jNpzkV3Hq-hLOYIbD_4,우주방패,1100,458,399,True,False,False,True
72,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': '9xUiOzuID2F-PbtkbUhaVenvYcE4h8fJqbNwJ2YxdpZCC54', 'summonerName': '참새크면비둘기', 'leaguePoints': 1096, 'rank': 'I', 'wins': 229, 'losses': 179, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",9xUiOzuID2F-PbtkbUhaVenvYcE4h8fJqbNwJ2YxdpZCC54,참새크면비둘기,1096,229,179,False,False,False,False
73,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'CzbNtWJBfQEQFIpOkBG3qcne8r7coei43o-kaodVF1FjPys', 'summonerName': 'Gen G Khael', 'leaguePoints': 1096, 'rank': 'I', 'wins': 392, 'losses': 341, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",CzbNtWJBfQEQFIpOkBG3qcne8r7coei43o-kaodVF1FjPys,Gen G Khael,1096,392,341,True,False,False,False
74,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'etoAmtp2_am6m9bs7HZoZMlVicG6PKQt5-S7YZorMWPa-OA', 'summonerName': 'qwjkehu12513', 'leaguePoints': 1093, 'rank': 'I', 'wins': 629, 'losses': 576, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",etoAmtp2_am6m9bs7HZoZMlVicG6PKQt5-S7YZorMWPa-OA,qwjkehu12513,1093,629,576,True,False,False,False
75,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'RHO1b5QlJPW887lCV4J927AcI6KcAbwAJGD_AjH9CJwTQznsJs7BsUDvlA', 'summonerName': '여름여름가을겨울', 'leaguePoints': 1093, 'rank': 'I', 'wins': 517, 'losses': 454, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",RHO1b5QlJPW887lCV4J927AcI6KcAbwAJGD_AjH9CJwTQznsJs7BsUDvlA,여름여름가을겨울,1093,517,454,True,False,False,False
76,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'TvrlON6vGDpsO5hAL4S59EmKm_Y605pzfNXDczDMT7y2SNld_byof2sIfQ', 'summonerName': 'New ADC', 'leaguePoints': 1086, 'rank': 'I', 'wins': 205, 'losses': 148, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",TvrlON6vGDpsO5hAL4S59EmKm_Y605pzfNXDczDMT7y2SNld_byof2sIfQ,New ADC,1086,205,148,True,False,False,False
77,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'kTZa6GlbZlKCgLPM-RUgvVZBua5lkSoVzT0MaYcbB2QEfow', 'summonerName': '호잇이', 'leaguePoints': 1085, 'rank': 'I', 'wins': 648, 'losses': 589, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",kTZa6GlbZlKCgLPM-RUgvVZBua5lkSoVzT0MaYcbB2QEfow,호잇이,1085,648,589,True,False,False,False
78,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'SLiLAFqu8ymFK8-N-d4ZWCYU0o3BDPg6j0x0pqUYr31wjWU', 'summonerName': 'ZED99', 'leaguePoints': 1084, 'rank': 'I', 'wins': 297, 'losses': 243, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",SLiLAFqu8ymFK8-N-d4ZWCYU0o3BDPg6j0x0pqUYr31wjWU,ZED99,1084,297,243,True,False,False,False
79,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'kvS_uDKzaDgkSBunHafSXzSZ7clQm1DsDSQHV1QY9hVnPqY', 'summonerName': 'Give a name', 'leaguePoints': 1084, 'rank': 'I', 'wins': 677, 'losses': 622, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",kvS_uDKzaDgkSBunHafSXzSZ7clQm1DsDSQHV1QY9hVnPqY,Give a name,1084,677,622,True,False,False,False
80,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'U-XbiMntdiqOu4xRFf_yYYaiY3OIDZ07S35bOXGg3DkPScU', 'summonerName': '아라드의흔한명섭', 'leaguePoints': 1084, 'rank': 'I', 'wins': 299, 'losses': 240, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",U-XbiMntdiqOu4xRFf_yYYaiY3OIDZ07S35bOXGg3DkPScU,아라드의흔한명섭,1084,299,240,False,False,False,False
81,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'e3bkbh0L-vBNf7CpnnGPrhO4EcvdeQN0hsoV--M-knOtcCc', 'summonerName': 'K2ine', 'leaguePoints': 1074, 'rank': 'I', 'wins': 710, 'losses': 662, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",e3bkbh0L-vBNf7CpnnGPrhO4EcvdeQN0hsoV--M-knOtcCc,K2ine,1074,710,662,True,False,False,False
82,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'zsE9_XQjhNHwmLeZmyZF_3bo7gfIiHXMvpZuLn7L59_nnfQ', 'summonerName': 'See u AG', 'leaguePoints': 1074, 'rank': 'I', 'wins': 286, 'losses': 226, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",zsE9_XQjhNHwmLeZmyZF_3bo7gfIiHXMvpZuLn7L59_nnfQ,See u AG,1074,286,226,True,False,False,False
83,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'zjBA8ssTTwtlKJiE54v9_x37gljfu_xQ5Mj8hSqZN5S1PhA', 'summonerName': 'Gon123', 'leaguePoints': 1073, 'rank': 'I', 'wins': 888, 'losses': 812, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",zjBA8ssTTwtlKJiE54v9_x37gljfu_xQ5Mj8hSqZN5S1PhA,Gon123,1073,888,812,True,False,False,False
84,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'BgDeDZBSGKMcZVDtfyW4aa3sHYcNbgfqtkjFX_Lx682Uo-MUcrkwi1h0ww', 'summonerName': 'Yi bing chao', 'leaguePoints': 1070, 'rank': 'I', 'wins': 241, 'losses': 170, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",BgDeDZBSGKMcZVDtfyW4aa3sHYcNbgfqtkjFX_Lx682Uo-MUcrkwi1h0ww,Yi bing chao,1070,241,170,False,False,True,True
85,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'mhryIkOz-OggSWqkG0rweisK68gIpRpupqFNgI-tYI-1-Rk', 'summonerName': '곽곽보성', 'leaguePoints': 1066, 'rank': 'I', 'wins': 471, 'losses': 412, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",mhryIkOz-OggSWqkG0rweisK68gIpRpupqFNgI-tYI-1-Rk,곽곽보성,1066,471,412,True,False,False,True
86,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'y_0JmfnTPwOry2YOmyeTbg7TEB7fWfE0CkCbK_jUnlwlTp2B-km53kBtqw', 'summonerName': 'jasper MP5 KING', 'leaguePoints': 1066, 'rank': 'I', 'wins': 484, 'losses': 412, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",y_0JmfnTPwOry2YOmyeTbg7TEB7fWfE0CkCbK_jUnlwlTp2B-km53kBtqw,jasper MP5 KING,1066,484,412,True,False,False,False
87,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': '-fn_7IYPXgUdi-PwXQABWBeiIR9FvU6OA7DQv3tOerP4ENI', 'summonerName': 'vlrhsgody', 'leaguePoints': 1064, 'rank': 'I', 'wins': 191, 'losses': 136, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",-fn_7IYPXgUdi-PwXQABWBeiIR9FvU6OA7DQv3tOerP4ENI,vlrhsgody,1064,191,136,True,False,False,False
88,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'jGpMBQ15DYFGPCS6FrAvNSGTDCzXMEt6sgITy2B3uD2GBOucYLsnF7ueMw', 'summonerName': '관례를하앗다', 'leaguePoints': 1064, 'rank': 'I', 'wins': 374, 'losses': 296, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",jGpMBQ15DYFGPCS6FrAvNSGTDCzXMEt6sgITy2B3uD2GBOucYLsnF7ueMw,관례를하앗다,1064,374,296,True,False,False,True
89,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': '4hKB6-MioWl6o4vEqhZqRCkOz48zwPVUtTmRipVWbPw6QLg', 'summonerName': 'viper3', 'leaguePoints': 1059, 'rank': 'I', 'wins': 433, 'losses': 380, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",4hKB6-MioWl6o4vEqhZqRCkOz48zwPVUtTmRipVWbPw6QLg,viper3,1059,433,380,True,False,False,False
90,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'tSlaagvJg8lM66L_DJ0NlDW_X9BWOJUYDRTnBGfV2G7UFlI', 'summonerName': 'HLE Willer', 'leaguePoints': 1056, 'rank': 'I', 'wins': 328, 'losses': 249, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",tSlaagvJg8lM66L_DJ0NlDW_X9BWOJUYDRTnBGfV2G7UFlI,HLE Willer,1056,328,249,True,False,False,False
91,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'OI5hDfHb2EI8wcF4fUXILLPG2eZ03svd8UwfVXu0RhN4dxg', 'summonerName': '아이러니zz', 'leaguePoints': 1054, 'rank': 'I', 'wins': 501, 'losses': 427, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",OI5hDfHb2EI8wcF4fUXILLPG2eZ03svd8UwfVXu0RhN4dxg,아이러니zz,1054,501,427,True,False,False,False
92,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': '9JJRhlF4-1J5zGDOcLeNfS3XyO3a_NHPbiU5A4N1zuCzDFrDDj8iT9aLzg', 'summonerName': '진자억울해', 'leaguePoints': 1053, 'rank': 'I', 'wins': 244, 'losses': 191, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",9JJRhlF4-1J5zGDOcLeNfS3XyO3a_NHPbiU5A4N1zuCzDFrDDj8iT9aLzg,진자억울해,1053,244,191,True,False,False,False
93,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'UwDKDhYn0-680DeL5PFYnXOGbX-_yt97d2G5PGQZpebEKL0', 'summonerName': 'River9', 'leaguePoints': 1046, 'rank': 'I', 'wins': 495, 'losses': 440, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",UwDKDhYn0-680DeL5PFYnXOGbX-_yt97d2G5PGQZpebEKL0,River9,1046,495,440,True,False,False,False
94,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': '5xliV42-y8f9usbTEJk_djeFpCoMQqJttFqnrbyFvuinXt-ZG0GQTUhmrg', 'summonerName': 'zhongjuzhizhan', 'leaguePoints': 1042, 'rank': 'I', 'wins': 262, 'losses': 202, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",5xliV42-y8f9usbTEJk_djeFpCoMQqJttFqnrbyFvuinXt-ZG0GQTUhmrg,zhongjuzhizhan,1042,262,202,False,False,False,False
95,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'QGtn9wlX6AKBV5a-4f8AXp_LRflBpIAh_GTMcTt_K_Rbi7o', 'summonerName': 'happy   game ', 'leaguePoints': 1041, 'rank': 'I', 'wins': 491, 'losses': 436, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",QGtn9wlX6AKBV5a-4f8AXp_LRflBpIAh_GTMcTt_K_Rbi7o,happy   game ,1041,491,436,True,False,False,False
96,CHALLENGER,d1ff3466-6c02-33b0-8085-9fa6a8b82dd5,RANKED_SOLO_5x5,Poppy's Scions,"{'summonerId': 'UhOkBDMpdkXTXj2SYs1qYSkVYWJSrjSAj_jhdd9OMzygZmI', 'summonerName': '18세 기모진', 'leaguePoints': 1040, 'rank': 'I', 'wins': 312, 'losses': 243, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",UhOkBDMpdkXTXj2SYs1qYSkVYWJSrjSAj_jhdd9OMzygZmI,18세 기모진,1040,312,243,False,False,False,False
