,platformId,gameId,champion,queue,season,timestamp,role,lane
0,KR,5353779756,142,420,13,1627408794568,SOLO,MID
1,KR,5351903351,142,420,13,1627326705828,DUO_SUPPORT,NONE
2,KR,5351960180,7,420,13,1627323820506,DUO,MID
3,KR,5351809074,142,420,13,1627321901323,DUO,TOP
4,KR,5351805859,142,420,13,1627319548112,DUO,MID
5,KR,5351871694,142,420,13,1627317568100,DUO_SUPPORT,NONE
6,KR,5342019611,142,420,13,1626976927526,SOLO,MID
7,KR,5342015626,142,420,13,1626974003854,SOLO,MID
8,KR,5342041794,142,420,13,1626971954014,SOLO,MID
9,KR,5341954675,142,420,13,1626968798425,DUO_SUPPORT,NONE
10,KR,5337864627,103,420,13,1626804651256,SOLO,MID
11,KR,5335724965,51,430,13,1626710244128,DUO,MID
12,KR,5335494982,887,430,13,1626703177353,DUO_SUPPORT,NONE
13,KR,5334870083,55,450,13,1626689570861,DUO_SUPPORT,TOP
14,KR,5334717911,55,450,13,1626688482696,DUO_SUPPORT,NONE
15,KR,5334754574,61,450,13,1626687298973,DUO,NONE
16,KR,5334690740,145,450,13,1626685205293,SOLO,TOP
17,KR,5334667054,145,450,13,1626684049473,DUO_SUPPORT,NONE
18,KR,5334641114,43,450,13,1626681365833,DUO_SUPPORT,NONE
19,KR,5334538903,555,450,13,1626680359794,DUO_SUPPORT,NONE
20,KR,5334576088,234,450,13,1626679472347,DUO,NONE
21,KR,5334533759,84,450,13,1626678204376,DUO_SUPPORT,NONE
22,KR,5333813175,7,420,13,1626626088067,SOLO,MID
23,KR,5333084622,55,440,13,1626608519795,SOLO,MID
24,KR,5328828663,517,430,13,1626452140316,DUO_SUPPORT,NONE
25,KR,5328842021,55,430,13,1626450105275,SOLO,MID
26,KR,5327613293,103,420,13,1626421432174,SOLO,MID
27,KR,5326294145,498,450,13,1626355790445,DUO,MID
28,KR,5326128290,887,430,13,1626351245666,NONE,JUNGLE
29,KR,5326154096,55,430,13,1626349945826,DUO_SUPPORT,NONE
30,KR,5324565636,236,450,13,1626270424102,DUO_SUPPORT,NONE
31,KR,5324561339,51,450,13,1626269190667,DUO_SUPPORT,NONE
32,KR,5324397372,81,450,13,1626268023558,DUO,NONE
33,KR,5324452084,134,450,13,1626266498337,DUO,MID
34,KR,5322731790,7,420,13,1626194886850,SOLO,MID
35,KR,5322614750,142,420,13,1626191253407,SOLO,MID
36,KR,5322630994,43,420,13,1626189724879,DUO_SUPPORT,NONE
37,KR,5322494579,142,420,13,1626186982447,SOLO,MID
38,KR,5322387927,7,420,13,1626185003106,DUO,TOP
39,KR,5322248358,142,420,13,1626182866328,SOLO,MID
40,KR,5321912561,7,420,13,1626177674770,DUO_SUPPORT,NONE
41,KR,5321825459,7,420,13,1626175893599,DUO_SUPPORT,NONE
42,KR,5321708824,7,420,13,1626173514247,SOLO,MID
43,KR,5321735856,7,420,13,1626172379199,DUO_SUPPORT,NONE
44,KR,5321659432,117,420,13,1626169756810,DUO_SUPPORT,BOTTOM
45,KR,5321581218,7,420,13,1626162291990,DUO_SUPPORT,NONE
46,KR,5321501543,142,420,13,1626161466574,DUO,NONE
47,KR,5321426878,142,420,13,1626159456151,SOLO,MID
48,KR,5320721324,7,420,13,1626118552366,SOLO,MID
49,KR,5320668930,142,420,13,1626116142627,DUO_SUPPORT,NONE
50,KR,5320638303,142,420,13,1626114226803,DUO_SUPPORT,NONE
51,KR,5320606244,7,420,13,1626111812769,SOLO,MID
52,KR,5320600210,7,420,13,1626107492997,SOLO,MID
53,KR,5320545863,142,420,13,1626105376335,DUO,TOP
54,KR,5320492228,7,420,13,1626103322040,SOLO,MID
55,KR,5320473383,142,420,13,1626100867032,DUO_CARRY,MID
56,KR,5319957789,142,420,13,1626086664174,DUO,MID
57,KR,5319869637,7,420,13,1626083396239,DUO_CARRY,MID
58,KR,5318818824,7,420,13,1626027124580,SOLO,MID
59,KR,5318853477,7,420,13,1626023223711,SOLO,MID
60,KR,5318769175,117,420,13,1626020941746,DUO_SUPPORT,BOTTOM
61,KR,5318736362,7,420,13,1626019269838,DUO_SUPPORT,NONE
62,KR,5318678932,142,420,13,1626016725407,DUO_SUPPORT,NONE
63,KR,5318613589,142,420,13,1626014448937,SOLO,MID
64,KR,5318535006,142,420,13,1626012057189,SOLO,MID
65,KR,5318464317,117,420,13,1626009412253,DUO_SUPPORT,BOTTOM
66,KR,5318352209,7,420,13,1626006315424,SOLO,MID
67,KR,5317783527,360,450,13,1625998461088,DUO_SUPPORT,TOP
68,KR,5317692024,236,450,13,1625997467823,DUO,NONE
69,KR,5317598291,96,450,13,1625996278673,DUO,NONE
70,KR,5317644652,245,450,13,1625995303781,DUO_SUPPORT,NONE
71,KR,5317589617,29,450,13,1625994089686,DUO,NONE
72,KR,5317548194,7,450,13,1625993288786,DUO,NONE
73,KR,5317523389,134,450,13,1625991807010,DUO_CARRY,MID
74,KR,5317399833,222,450,13,1625990653860,DUO,NONE
75,KR,5317415095,432,450,13,1625989411880,DUO_SUPPORT,NONE
76,KR,5316466754,8,450,13,1625950462003,DUO_SUPPORT,TOP
77,KR,5316446440,7,1400,13,1625948904936,SOLO,TOP
78,KR,5316445132,29,1400,13,1625946893481,SOLO,MID
79,KR,5315835829,142,420,13,1625924874772,SOLO,MID
80,KR,5315759003,7,420,13,1625923413179,DUO_SUPPORT,NONE
81,KR,5315665567,7,420,13,1625920157240,SOLO,MID
82,KR,5315526988,43,420,13,1625917734848,DUO_SUPPORT,BOTTOM
83,KR,5315319108,142,420,13,1625915741533,SOLO,MID
84,KR,5315264943,7,420,13,1625914120747,DUO_SUPPORT,NONE
85,KR,5315005023,142,420,13,1625910633420,SOLO,MID
86,KR,5314982938,142,420,13,1625907045792,DUO_SUPPORT,NONE
87,KR,5314815630,117,420,13,1625904406892,DUO_SUPPORT,BOTTOM
88,KR,5313972922,142,420,13,1625861468629,SOLO,MID
89,KR,5314000398,7,420,13,1625858391379,DUO_SUPPORT,NONE
90,KR,5313778680,7,420,13,1625856669755,DUO_SUPPORT,NONE
91,KR,5313715777,117,420,13,1625853970882,SOLO,MID
92,KR,5313752066,142,420,13,1625852165061,DUO_SUPPORT,NONE
93,KR,5313665002,117,420,13,1625849146749,DUO,MID
94,KR,5313499884,142,420,13,1625847271442,SOLO,MID
95,KR,5313562974,142,420,13,1625845461638,DUO_SUPPORT,NONE
96,KR,5313433478,117,420,13,1625842904076,SOLO,MID
97,KR,5312962992,142,420,13,1625830094652,SOLO,MID
98,KR,5312836684,142,420,13,1625827815721,DUO_SUPPORT,NONE
99,KR,5312810547,7,420,13,1625825404832,SOLO,MID
100,KR,5351932219,887,420,13,1627325844034,NONE,JUNGLE
101,KR,5344418895,68,420,13,1627057829313,DUO_SUPPORT,NONE
102,KR,5344411730,76,420,13,1627055526050,NONE,JUNGLE
103,KR,5331586766,110,420,13,1626551631113,DUO_CARRY,BOTTOM
104,KR,5331526343,126,420,13,1626549630663,SOLO,TOP
105,KR,5331493670,68,420,13,1626546546860,NONE,JUNGLE
106,KR,5331448407,131,420,13,1626543733867,NONE,JUNGLE
107,KR,5331455398,113,420,13,1626542228394,NONE,JUNGLE
108,KR,5318940971,131,420,13,1626030038934,NONE,JUNGLE
109,KR,5318818824,104,420,13,1626027124580,NONE,JUNGLE
110,KR,5318836405,5,420,13,1626025217977,NONE,JUNGLE
111,KR,5318880514,64,420,13,1626022170124,NONE,JUNGLE
112,KR,5318773836,887,420,13,1626018681047,NONE,JUNGLE
113,KR,5318678932,54,420,13,1626016725407,DUO_SUPPORT,NONE
114,KR,5318613589,234,420,13,1626014448937,NONE,JUNGLE
115,KR,5316203302,350,1400,13,1625934276542,DUO_SUPPORT,NONE
116,KR,5307704455,887,420,13,1625588346012,NONE,JUNGLE
117,KR,5307567082,68,420,13,1625586021838,NONE,JUNGLE
118,KR,5307563398,5,420,13,1625584627117,DUO_SUPPORT,NONE
119,KR,5301756119,517,420,13,1625338788668,SOLO,MID
120,KR,5301703797,81,420,13,1625335952404,DUO_CARRY,BOTTOM
121,KR,5299092754,54,420,13,1625249427933,SOLO,TOP
122,KR,5299037939,64,420,13,1625247041454,NONE,JUNGLE
123,KR,5299022988,131,420,13,1625244961856,NONE,JUNGLE
124,KR,5291323359,5,420,13,1624900159879,NONE,JUNGLE
125,KR,5291300803,5,420,13,1624898228002,NONE,JUNGLE
126,KR,5286722264,84,450,13,1624715298945,DUO_SUPPORT,MID
127,KR,5282810831,76,420,13,1624554706149,DUO_SUPPORT,NONE
128,KR,5282697662,234,420,13,1624552771888,NONE,JUNGLE
129,KR,5282710705,5,420,13,1624549764774,NONE,JUNGLE
130,KR,5282685833,517,420,13,1624548176496,DUO_SUPPORT,NONE
131,KR,5282548791,64,420,13,1624545550529,NONE,JUNGLE
132,KR,5281183430,54,420,13,1624471824537,DUO,TOP
133,KR,5281140231,84,420,13,1624468903604,DUO,TOP
134,KR,5281008020,54,420,13,1624467454787,DUO_SUPPORT,NONE
135,KR,5281081865,517,420,13,1624464592009,SOLO,TOP
136,KR,5280906107,517,420,13,1624461948584,SOLO,TOP
137,KR,5277789172,876,420,13,1624342714137,DUO,NONE
138,KR,5277273084,5,420,13,1624301039970,NONE,JUNGLE
139,KR,5277241023,48,420,13,1624297928209,NONE,JUNGLE
140,KR,5277079066,5,420,13,1624295826746,NONE,JUNGLE
141,KR,5277085006,84,420,13,1624293550584,SOLO,MID
142,KR,5276548538,9,420,13,1624278439029,NONE,JUNGLE
143,KR,5273269528,68,420,13,1624125819392,NONE,JUNGLE
144,KR,5259003627,68,420,13,1623519057600,NONE,JUNGLE
145,KR,5258924226,76,420,13,1623515861661,NONE,JUNGLE
146,KR,5258648168,64,420,13,1623513834456,NONE,JUNGLE
147,KR,5258448107,81,420,13,1623511284045,DUO_CARRY,BOTTOM
148,KR,5256533519,131,420,13,1623436064655,NONE,JUNGLE
149,KR,5254289452,5,420,13,1623349557317,NONE,JUNGLE
150,KR,5254227083,5,420,13,1623346983207,NONE,JUNGLE
151,KR,5254262682,234,420,13,1623344250924,NONE,JUNGLE
152,KR,5254137471,76,420,13,1623341419437,NONE,JUNGLE
153,KR,5254162147,517,420,13,1623339295017,DUO_SUPPORT,NONE
154,KR,5254068647,517,420,13,1623337999816,DUO_SUPPORT,NONE
155,KR,5252789879,5,420,13,1623295701086,NONE,JUNGLE
156,KR,5252508310,5,420,13,1623261730451,NONE,JUNGLE
157,KR,5252515753,517,420,13,1623259676124,DUO_CARRY,TOP
158,KR,5251360110,234,420,13,1623224435296,DUO,TOP
159,KR,5251025388,5,420,13,1623209829530,NONE,JUNGLE
160,KR,5250492687,517,420,13,1623174922505,DUO,BOTTOM
161,KR,5250388004,875,420,13,1623172541780,SOLO,TOP
162,KR,5250297451,517,420,13,1623170177841,SOLO,TOP
163,KR,5250289250,234,420,13,1623167964088,NONE,JUNGLE
164,KR,5250227138,517,420,13,1623166116774,DUO_SUPPORT,NONE
165,KR,5250115658,5,420,13,1623162033779,NONE,JUNGLE
166,KR,5250037260,68,420,13,1623159631866,NONE,JUNGLE
167,KR,5248717028,234,420,13,1623091339177,NONE,JUNGLE
168,KR,5248723598,81,420,13,1623088149628,DUO_SUPPORT,NONE
169,KR,5248700642,234,420,13,1623085441908,NONE,JUNGLE
170,KR,5248646130,76,420,13,1623083550765,NONE,JUNGLE
171,KR,5248621035,68,420,13,1623080669995,NONE,JUNGLE
172,KR,5248514276,154,420,13,1623077937633,NONE,JUNGLE
173,KR,5248417790,81,420,13,1623075815965,DUO_CARRY,BOTTOM
174,KR,5248371906,234,420,13,1623073584950,SOLO,MID
175,KR,5248301039,234,420,13,1623071077511,DUO_SUPPORT,NONE
176,KR,5247646368,11,420,13,1623058361296,NONE,JUNGLE
177,KR,5247651120,5,420,13,1623055954741,NONE,JUNGLE
178,KR,5247508750,131,420,13,1623053834673,NONE,JUNGLE
179,KR,5247477819,517,420,13,1623049396251,SOLO,TOP
180,KR,5246805920,234,420,13,1622996430741,DUO_SUPPORT,NONE
181,KR,5246659950,76,420,13,1622994061754,NONE,JUNGLE
182,KR,5246654822,234,420,13,1622992143549,NONE,JUNGLE
183,KR,5246399550,5,420,13,1622989879668,NONE,JUNGLE
184,KR,5245842805,81,420,13,1622970851748,DUO_CARRY,BOTTOM
185,KR,5245726730,234,420,13,1622968921983,NONE,JUNGLE
186,KR,5244970684,76,420,13,1622949829778,DUO_SUPPORT,TOP
187,KR,5244594828,76,420,13,1622919117537,NONE,JUNGLE
188,KR,5244591932,76,420,13,1622917197446,NONE,JUNGLE
189,KR,5244535030,517,420,13,1622914209582,DUO_SUPPORT,NONE
190,KR,5244560029,76,420,13,1622912341948,NONE,JUNGLE
191,KR,5244412457,555,420,13,1622909542911,DUO_SUPPORT,BOTTOM
192,KR,5244241327,875,420,13,1622906310348,DUO_SUPPORT,BOTTOM
193,KR,5244093961,517,420,13,1622904629158,SOLO,MID
194,KR,5243865826,517,420,13,1622902618453,SOLO,MID
195,KR,5243742818,106,420,13,1622899762705,NONE,JUNGLE
196,KR,5243673519,555,420,13,1622897523661,DUO_SUPPORT,BOTTOM
197,KR,5243535021,76,420,13,1622894976915,NONE,JUNGLE
198,KR,5242894339,517,420,13,1622878130593,DUO_SUPPORT,NONE
199,KR,5242644701,76,420,13,1622874638085,NONE,JUNGLE
200,KR,5353555679,69,420,13,1627397236532,SOLO,MID
201,KR,5351782759,39,420,13,1627317527993,NONE,JUNGLE
202,KR,5351766607,876,420,13,1627315139987,SOLO,TOP
203,KR,5351645966,62,420,13,1627311185217,SOLO,TOP
204,KR,5350577856,164,420,13,1627285681677,SOLO,TOP
205,KR,5346542309,876,420,13,1627131784939,NONE,JUNGLE
206,KR,5344668128,69,420,13,1627061608783,SOLO,TOP
207,KR,5343043101,876,1400,13,1627025027519,DUO_CARRY,TOP
208,KR,5342130068,39,420,13,1626977447667,SOLO,TOP
209,KR,5341982296,876,420,13,1626972104334,DUO,MID
210,KR,5341210466,79,420,13,1626943770259,DUO_SUPPORT,BOTTOM
211,KR,5340147884,79,420,13,1626889360236,DUO_SUPPORT,BOTTOM
212,KR,5340134048,876,420,13,1626886708073,DUO,NONE
213,KR,5340058813,876,420,13,1626883971224,SOLO,TOP
214,KR,5339993039,876,420,13,1626881542324,NONE,JUNGLE
215,KR,5339893395,69,420,13,1626878282589,SOLO,TOP
216,KR,5337891262,64,420,13,1626801912942,SOLO,TOP
217,KR,5337736790,39,420,13,1626799202541,SOLO,MID
218,KR,5337692643,266,420,13,1626796865104,SOLO,TOP
219,KR,5337596640,133,420,13,1626794683638,SOLO,TOP
220,KR,5337375164,48,420,13,1626788107348,DUO_SUPPORT,NONE
221,KR,5337228203,234,420,13,1626785970527,SOLO,TOP
222,KR,5335807507,39,420,13,1626717626076,DUO,TOP
223,KR,5335823300,126,420,13,1626714879257,SOLO,TOP
224,KR,5335553875,114,420,13,1626703284190,DUO_SUPPORT,NONE
225,KR,5335474312,39,420,13,1626700738682,SOLO,TOP
226,KR,5335323404,39,420,13,1626697507901,SOLO,TOP
227,KR,5333863139,96,1400,13,1626626385008,SOLO,BOTTOM
228,KR,5333649464,68,420,13,1626624789427,NONE,JUNGLE
229,KR,5332525092,157,1400,13,1626593662212,DUO_SUPPORT,NONE
230,KR,5331448407,48,420,13,1626543733867,SOLO,TOP
231,KR,5331332028,164,420,13,1626537225122,SOLO,TOP
232,KR,5330194273,875,420,13,1626514125767,SOLO,TOP
233,KR,5329924769,39,420,13,1626505022999,DUO,TOP
234,KR,5326669127,81,420,13,1626370143179,DUO_CARRY,BOTTOM
235,KR,5326664211,36,420,13,1626366968492,SOLO,TOP
236,KR,5325684328,36,420,13,1626333323741,SOLO,TOP
237,KR,5324829278,36,420,13,1626285870663,DUO,NONE
238,KR,5324801949,39,420,13,1626280332147,SOLO,TOP
239,KR,5324563109,875,420,13,1626269863094,SOLO,TOP
240,KR,5322768263,58,420,13,1626201268607,DUO_SUPPORT,NONE
241,KR,5322776092,266,420,13,1626199393086,DUO,TOP
242,KR,5322715362,39,420,13,1626197287140,DUO,TOP
243,KR,5322780879,887,420,13,1626195480547,DUO_SUPPORT,NONE
244,KR,5322677793,39,420,13,1626193379770,SOLO,MID
245,KR,5322642146,236,420,13,1626190247302,SOLO,TOP
246,KR,5321837761,39,420,13,1626176634198,SOLO,TOP
247,KR,5321729889,126,420,13,1626173894069,SOLO,TOP
248,KR,5321752916,887,420,13,1626171324997,NONE,JUNGLE
249,KR,5321458119,39,420,13,1626160116583,DUO_SUPPORT,NONE
250,KR,5321431590,234,420,13,1626157111199,SOLO,TOP
251,KR,5321318484,58,420,13,1626155497318,DUO,NONE
252,KR,5320606244,79,420,13,1626111812769,SOLO,TOP
253,KR,5320600210,69,420,13,1626107492997,SOLO,TOP
254,KR,5320584895,164,420,13,1626105716050,SOLO,TOP
255,KR,5320492228,39,420,13,1626103322040,SOLO,TOP
256,KR,5320440994,39,420,13,1626099851698,SOLO,TOP
257,KR,5319857022,164,420,13,1626082031379,DUO_SUPPORT,NONE
258,KR,5319832808,36,420,13,1626080004702,SOLO,TOP
259,KR,5318792095,36,1400,13,1626021624810,DUO,NONE
260,KR,5318776174,85,420,13,1626019739368,SOLO,TOP
261,KR,5318678932,234,420,13,1626016725407,DUO_SUPPORT,NONE
262,KR,5317349786,234,420,13,1625988147129,SOLO,TOP
263,KR,5316344582,79,420,13,1625938952357,DUO,TOP
264,KR,5313663785,126,420,13,1625848785234,SOLO,TOP
265,KR,5313517069,64,420,13,1625846434118,DUO,MID
266,KR,5313521285,64,420,13,1625844912714,DUO_SUPPORT,NONE
267,KR,5313343111,126,420,13,1625840456075,SOLO,TOP
268,KR,5313223066,79,420,13,1625838065056,DUO,NONE
269,KR,5311715842,234,420,13,1625764797492,DUO,NONE
270,KR,5311760715,234,420,13,1625761782936,SOLO,TOP
271,KR,5311606090,234,420,13,1625759394115,DUO,TOP
272,KR,5311612334,887,420,13,1625757847242,DUO_SUPPORT,NONE
273,KR,5310365921,887,420,13,1625718136294,DUO,TOP
274,KR,5309637866,56,420,13,1625675029019,DUO_SUPPORT,NONE
275,KR,5309610999,150,420,13,1625671645765,DUO_SUPPORT,NONE
276,KR,5307789633,126,420,13,1625592326108,SOLO,TOP
277,KR,5307725994,887,420,13,1625589342269,DUO,TOP
278,KR,5307355284,887,420,13,1625579109677,DUO,MID
279,KR,5306159640,126,420,13,1625545004797,SOLO,TOP
280,KR,5305912663,126,420,13,1625506778315,NONE,JUNGLE
281,KR,5305819747,266,420,13,1625504600921,SOLO,TOP
282,KR,5305813862,875,420,13,1625501334510,SOLO,TOP
283,KR,5305820603,887,420,13,1625499839024,DUO_SUPPORT,NONE
284,KR,5305773898,56,420,13,1625497828183,DUO_SUPPORT,NONE
285,KR,5305659338,56,420,13,1625495860445,SOLO,TOP
286,KR,5305601595,56,420,13,1625493100637,DUO,TOP
287,KR,5304250312,56,420,13,1625421401007,SOLO,TOP
288,KR,5304099910,164,420,13,1625419777237,SOLO,TOP
289,KR,5304079358,56,420,13,1625415252610,SOLO,TOP
290,KR,5304005925,58,420,13,1625413021838,SOLO,TOP
291,KR,5303557634,56,420,13,1625407241171,SOLO,TOP
292,KR,5303429139,64,420,13,1625404881333,DUO_SUPPORT,NONE
293,KR,5303421600,887,420,13,1625402856162,SOLO,TOP
294,KR,5303219852,58,420,13,1625399691678,SOLO,TOP
295,KR,5301645997,875,420,13,1625332539179,DUO_CARRY,TOP
296,KR,5301357298,64,420,13,1625324014598,NONE,JUNGLE
297,KR,5301257761,64,420,13,1625321708740,DUO_SUPPORT,MID
298,KR,5300352902,64,420,13,1625304015832,SOLO,TOP
299,KR,5298846078,887,420,13,1625239692631,SOLO,TOP
300,KR,5351826517,84,420,13,1627320264827,SOLO,MID
301,KR,5351853020,517,420,13,1627318227970,SOLO,MID
302,KR,5349345467,39,420,13,1627222474582,DUO,NONE
303,KR,5347385215,517,420,13,1627152464371,DUO_SUPPORT,NONE
304,KR,5344249437,64,420,13,1627054841792,SOLO,MID
305,KR,5342011342,64,420,13,1626971657661,DUO_SUPPORT,NONE
306,KR,5340109856,64,420,13,1626890833033,DUO,TOP
307,KR,5340105646,126,1400,13,1626887416623,SOLO,MID
308,KR,5333649464,64,420,13,1626624789427,SOLO,MID
309,KR,5333596127,64,420,13,1626622975230,DUO_SUPPORT,NONE
310,KR,5333479028,64,420,13,1626620660743,SOLO,MID
311,KR,5320652753,236,420,13,1626109351515,DUO_SUPPORT,NONE
312,KR,5320584895,81,420,13,1626105716050,DUO_CARRY,BOTTOM
313,KR,5315815033,236,420,13,1625924664865,SOLO,MID
314,KR,5312824107,126,1400,13,1625826678454,DUO,NONE
315,KR,5305870930,84,420,13,1625500663730,SOLO,MID
316,KR,5305694982,236,420,13,1625497120504,DUO,MID
317,KR,5304194526,145,420,13,1625423889869,DUO_CARRY,BOTTOM
318,KR,5304240830,517,420,13,1625421611763,DUO_SUPPORT,NONE
319,KR,5304174900,517,420,13,1625418144018,SOLO,MID
320,KR,5304066051,517,420,13,1625413731761,SOLO,MID
321,KR,5298734388,84,420,13,1625236627701,SOLO,MID
322,KR,5298686860,7,420,13,1625234994099,DUO_SUPPORT,NONE
323,KR,5296815153,517,420,13,1625163402858,SOLO,MID
324,KR,5296842174,58,420,13,1625160968185,SOLO,MID
325,KR,5296788064,112,420,13,1625158495883,DUO,TOP
326,KR,5296743345,84,420,13,1625155628640,SOLO,MID
327,KR,5296688761,875,420,13,1625153885963,DUO_SUPPORT,NONE
328,KR,5291324643,84,420,13,1624900954447,DUO,MID
329,KR,5291370171,84,420,13,1624898591687,DUO,NONE
330,KR,5284711052,7,420,13,1624642799903,DUO_CARRY,TOP
331,KR,5284653377,64,420,13,1624639700903,NONE,JUNGLE
332,KR,5282884263,236,420,13,1624557842357,DUO_SUPPORT,NONE
333,KR,5282832680,517,420,13,1624556075462,DUO_SUPPORT,NONE
334,KR,5282755503,64,420,13,1624551982497,DUO,MID
335,KR,5281008020,164,420,13,1624467454787,DUO_SUPPORT,NONE
336,KR,5281074684,84,420,13,1624465812098,SOLO,MID
337,KR,5279133211,39,420,13,1624385987435,SOLO,MID
338,KR,5278969931,157,420,13,1624383005213,DUO_SUPPORT,NONE
339,KR,5277186530,234,420,13,1624302872046,DUO,MID
340,KR,5277273084,18,420,13,1624301039970,SOLO,MID
341,KR,5277163226,875,420,13,1624298772488,DUO,TOP
342,KR,5277076494,236,420,13,1624294242775,DUO_CARRY,TOP
343,KR,5277032464,7,420,13,1624291956041,SOLO,MID
344,KR,5273313699,84,420,13,1624127881337,SOLO,MID
345,KR,5273301008,84,420,13,1624125976845,SOLO,MID
346,KR,5273256483,64,420,13,1624124318770,DUO_CARRY,MID
347,KR,5273250757,64,420,13,1624122014737,DUO,TOP
348,KR,5273175392,4,420,13,1624120350645,DUO,TOP
349,KR,5272923250,84,420,13,1624116498202,SOLO,MID
350,KR,5272666631,84,420,13,1624114843461,SOLO,MID
351,KR,5272509703,84,420,13,1624113172602,DUO,NONE
352,KR,5272359786,236,420,13,1624108631155,DUO,TOP
353,KR,5270799580,18,420,13,1624044015427,DUO_SUPPORT,NONE
354,KR,5270786697,234,420,13,1624041388493,SOLO,MID
355,KR,5270733861,236,420,13,1624038650331,SOLO,MID
356,KR,5270152335,121,420,13,1624026353572,NONE,JUNGLE
357,KR,5268252191,236,420,13,1623942641274,SOLO,MID
358,KR,5261203440,236,420,13,1623607905388,SOLO,MID
359,KR,5261149104,236,420,13,1623605169442,SOLO,MID
360,KR,5261184386,236,420,13,1623602534656,SOLO,MID
361,KR,5261171875,39,420,13,1623601149514,DUO_SUPPORT,NONE
362,KR,5261008158,58,420,13,1623598949231,SOLO,MID
363,KR,5260928888,236,420,13,1623595891946,SOLO,MID
364,KR,5258968566,81,450,13,1623517492374,DUO,TOP
365,KR,5258906513,41,450,13,1623516495766,DUO,NONE
366,KR,5258498932,81,1300,13,1623511469044,DUO_SUPPORT,NONE
367,KR,5256500088,84,420,13,1623433895420,DUO,MID
368,KR,5256483462,18,420,13,1623431298488,DUO_SUPPORT,NONE
369,KR,5256386149,64,420,13,1623428779113,DUO_SUPPORT,NONE
370,KR,5256254419,18,420,13,1623425309988,DUO_SUPPORT,NONE
371,KR,5256146978,84,420,13,1623423437733,DUO_SUPPORT,NONE
372,KR,5254018702,266,1300,13,1623337767489,DUO_SUPPORT,NONE
373,KR,5246921098,234,420,13,1622998607445,DUO_SUPPORT,NONE
374,KR,5246844527,64,420,13,1622996137026,DUO_CARRY,MID
375,KR,5246810068,236,420,13,1622994120305,DUO,MID
376,KR,5246606668,7,420,13,1622992299873,DUO_CARRY,MID
377,KR,5244440473,875,420,13,1622909226803,SOLO,TOP
378,KR,5242062068,157,420,13,1622827581725,DUO,TOP
379,KR,5241966668,517,420,13,1622825488817,DUO,TOP
380,KR,5239866969,84,420,13,1622744812843,DUO,TOP
381,KR,5239845734,7,420,13,1622743421506,DUO_SUPPORT,NONE
382,KR,5239851605,56,420,13,1622740466573,SOLO,MID
383,KR,5239727166,517,420,13,1622737496842,SOLO,MID
384,KR,5239703625,245,420,13,1622735647423,SOLO,MID
385,KR,5239642685,126,420,13,1622732162652,SOLO,TOP
386,KR,5239487644,58,420,13,1622730178750,DUO_SUPPORT,NONE
387,KR,5239511168,21,450,13,1622728442894,DUO_SUPPORT,NONE
388,KR,5239475683,145,1300,13,1622727446680,DUO,NONE
389,KR,5237864917,517,420,13,1622649437145,SOLO,MID
390,KR,5237597672,126,420,13,1622646231669,DUO,MID
391,KR,5237437309,777,420,13,1622642927463,SOLO,MID
392,KR,5237412415,236,420,13,1622641366251,DUO,NONE
393,KR,5237075389,517,420,13,1622629558334,SOLO,MID
394,KR,5234313094,7,420,13,1622481679498,SOLO,MID
395,KR,5234228422,517,420,13,1622479362599,SOLO,MID
396,KR,5233989966,39,420,13,1622474717571,DUO,MID
397,KR,5233579512,245,420,13,1622465904837,DUO_SUPPORT,NONE
398,KR,5228246806,126,420,13,1622275262968,DUO_SUPPORT,MID
399,KR,5226778500,236,420,13,1622212372042,DUO,MID
400,KR,5353801731,89,420,13,1627409743761,DUO_SUPPORT,BOTTOM
401,KR,5353689355,111,420,13,1627407391097,DUO_SUPPORT,BOTTOM
402,KR,5353205606,89,420,13,1627388650100,DUO_SUPPORT,BOTTOM
403,KR,5353152454,89,420,13,1627384889661,SOLO,BOTTOM
404,KR,5353024374,875,420,13,1627381805206,DUO_SUPPORT,BOTTOM
405,KR,5353000651,53,420,13,1627380364564,DUO_SUPPORT,NONE
406,KR,5345526685,412,420,13,1627112178702,DUO_SUPPORT,NONE
407,KR,5344821005,96,420,13,1627063185515,DUO_CARRY,BOTTOM
408,KR,5344643161,96,420,13,1627059311770,DUO_SUPPORT,NONE
409,KR,5344425659,89,420,13,1627056693652,DUO_SUPPORT,TOP
410,KR,5344255644,89,420,13,1627053728186,DUO_SUPPORT,BOTTOM
411,KR,5338913740,89,420,13,1626854537800,DUO_SUPPORT,NONE
412,KR,5338880274,350,420,13,1626852862866,DUO_SUPPORT,NONE
413,KR,5337834152,111,420,13,1626803516386,DUO_SUPPORT,NONE
414,KR,5337880660,43,420,13,1626801383132,DUO_SUPPORT,BOTTOM
415,KR,5337707554,147,420,13,1626799343347,DUO_SUPPORT,BOTTOM
416,KR,5337692643,89,420,13,1626796865104,DUO_SUPPORT,BOTTOM
417,KR,5337535988,12,420,13,1626794107141,DUO_SUPPORT,BOTTOM
418,KR,5335791189,412,420,13,1626713024034,DUO_SUPPORT,BOTTOM
419,KR,5335705953,350,420,13,1626710454308,DUO_SUPPORT,BOTTOM
420,KR,5335659261,145,420,13,1626708089484,DUO_CARRY,BOTTOM
421,KR,5334000721,96,420,13,1626631471746,DUO_CARRY,BOTTOM
